"ID","ISDELETED","MASTERRECORDID","NAME","TYPE","RECORDTYPEID","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGSTATECODE","BILLINGCOUNTRYCODE","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGGEOCODEACCURACY","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGSTATECODE","SHIPPINGCOUNTRYCODE","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGADDRESS","PHONE","FAX","ACCOUNTNUMBER","WEBSITE","PHOTOURL","SIC","INDUSTRY","ANNUALREVENUE","NUMBEROFEMPLOYEES","OWNERSHIP","TICKERSYMBOL","DESCRIPTION","RATING","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAW","JIGSAWCOMPANYID","ACCOUNTSOURCE","SICDESC","JOB_TITLE__C","VD_ABN__C","VD_ACN__C","VD_ANNUAL_REVENUE__C","VD_DATE_OF_LAST_ENERGY_AUDIT__C","VD_DESCIPTION__C","VD_DO_YOU_USE_AN_ENERGY_BROKER__C","VD_ENERGY_BROKER__C","VD_EXISTING_BANK_FINANCIER__C","VD_FINANCE_SOLUTION_PROVIDER__C","VD_HEAD_OFFICE__C","VD_NO_OF_PROPERTIES__C","VD_TYPE__C","VD_WHEN_WAS_THE_NETWORK_TARIFF_DEMAND__C","I__DAYSSINCELASTMAIL__C","I__LASTINBOUNDMAIL__C","I__LASTINBOUNDSENT__C","I__LASTINBOUNDTIME__C","I__LASTMAILSENT__C","I__LASTMAILTIMEDELTA__C","I__LASTMAILTIME__C","I__LASTMAIL__C","I__LASTOUTBOUNDMAIL__C","I__LASTOUTBOUNDSENT__C","I__LASTOUTBOUNDTIME__C","NUMBER_OF_OPPORTUNITIES__C","UNIQUE_ACCOUNT_NUMBER__C","INCENTIVE_APPROVED__C","ACCOUNT_LEAD_RECORD_TYPE_HIDDEN__C","STATES_WHERE_THE_PARTNER_CAN_WORK__C","INSURANCE_PI__C","INSURANCE_PI_AMOUNT__C","INSURANCE_PI_EXPIRY_DATE__C","INSURANCE_PL__C","INSURANCE_PL_AMOUNT__C","INSURANCE_PL_EXPIRY_DATE__C","PARTNER_REVIEW_DATE__C","ISO_ACCREDITATION_9001_COMPLETED__C","ISO_ACCREDITATION_9001_EXPIRY_DATE__C","ISO_ACCREDITATION_18001_COMPLETED__C","ISO_ACCREDITATION_18001_EXPIRY_DATE__C","ISO_ACCREDITATION_14001_COMPLETED__C","ISO_ACCREDITATION_14001_EXPIRY_DATE__C","ISO_ACCREDITATION_50015_COMPLETED__C","ISO_ACCREDITATION_50015_EXPIRY_DATE__C","SALESPEOPLE_ARE_TRAINED__C","RFQ_EMAIL_ADDRESS__C","XERO_ACCOUNT_ID__C","ACCOUNT_ID__C","ACCOUNTS__C","INDUSTRY_SUB_SECTOR__C","PARTNERS_SOLUTION_TYPE__C","SOLUTIONS_OFFERED_BY_PARTNER__C","PARTNER_SERVICES_OFFERED__C","PARTNER_ROLE_APPROVED_FOR_BY_VERDIA__C","ANNUAL_REVENUE_FY__C","FORECAST_REVENUE_FY__C","FORECAST_REVENUE__C","VD_EMAIL_ADDRESS__C"
"0010K000028Bw1QQAS","false","","Yaran Property Group","","01228000000tlZMAAY","","23 Lyall St","South Perth","Western Australia","6151","Australia","WA","AU","","","","","","","","","Australia","","AU","","","","","0405209233","","","","/services/images/photo/0010K000028Bw1QQAS","","Property","","","","","","","","00528000004B3GEAA0","2019-08-19T01:23:02.000Z","00528000004B3GEAA0","2019-08-19T01:23:47.000Z","00528000004B3GEAA0","2019-08-19T01:23:47.000Z","","","","","","Partner","","Business Owner","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2240","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028Bw1Q","1.0","Retail","","","","","","","",""
"0010K000028BxibQAC","false","","CORPORATE PROPERTIES","","01228000000tlUpAAI","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028BxibQAC","","","","","","","","","","0050K000009GnYbQAK","2019-08-19T02:41:17.000Z","0050K000009GnYbQAK","2019-08-19T02:42:13.000Z","0050K000009GnYbQAK","2019-08-19T02:42:13.000Z","2019-08-19","","","","","Partner","","","93010229688","","","","","","","","Westpac","","","Partner","","","","","","","","","","","","","1.0","1908-2241","","Partner","","","","","","","","","","","","","","","","","","","","0010K000028Bxib","1.0","","","","","","","","",""
"0010K000028C9pSQAS","false","","LG Utilities","","01228000000tlZMAAY","","Unit 8/3 Donaldson Street","Manunda","Queensland","4870","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028C9pSQAS","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-08-19T23:16:20.000Z","00528000004yeq1AAA","2019-10-01T00:08:37.000Z","005280000020MSTAA2","2019-10-01T00:08:37.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2242","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028C9pS","1.0","","","","","","","","",""
"0010K000028CAKfQAO","false","","More Green Energy","","01228000000tlZMAAY","","96-100 toongabiee road","Girraween","Victoria","3856","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CAKfQAO","","Services","","","","","","","","00528000004yeq1AAA","2019-08-20T00:17:53.000Z","00528000004yeq1AAA","2019-12-01T22:32:44.000Z","0050K000009GnYbQAK","2020-11-18T05:08:22.000Z","2020-11-18","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1908-2245","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028CAKf","1.0","","","","","","","","",""
"0010K000028CAxFQAW","false","","Elite Solar","","01228000000tlUpAAI","","","","","","Australia","","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CAxFQAW","","","","","Public","","","","","00528000004B3GEAA0","2019-08-20T01:24:46.000Z","0050K000008tmpeQAA","2020-07-08T23:18:02.000Z","005280000020MSTAA2","2021-01-13T02:41:59.000Z","2021-01-13","","","","","","","","84435255911","","","","","","","","","","","","","","","","","","","","","","","","","1908-2246","","","ACT;NSW;NT;QLD;SA;TAS;VIC;WA","","","","","","","","","","","","","","","","","paul@elitesolarpro.com.au","a2141d50-dc38-4229-8707-cd107f5775ba","0010K000028CAxF","1.0","","Building Equipment & Captive power, manufacturing, industrial, remote & utilities","Rooftop Solar Systems","","Tier 4 - Finance Partners","","","","mark@elitesolarpro.com.au"
"0010K000028CBBWQA4","false","","Ital Food Pty Ltd - Campbellfield","","01228000000tlZMAAY","","1962-1964 Hume Highway","Compbellfield","Victoria","3061","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CBBWQA4","","Services","","","","","","","","00528000004yeq1AAA","2019-08-20T01:33:29.000Z","00528000004yeq1AAA","2019-10-31T21:48:59.000Z","0050K000009sX9eQAE","2019-10-31T21:48:59.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2248","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028CBBW","1.0","","","","","","","","",""
"0010K000028CDgFQAW","false","","METROPOLITAN RESTORATIONS","","01228000000tlZMAAY","","51- 53 WILLARONG CRES","CARRINGBAH","New South Wales","2221","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CDgFQAW","","Property","","","","","","","","0050K000009GnYbQAK","2019-08-20T05:13:15.000Z","0050K000009GnYbQAK","2019-10-31T22:03:58.000Z","005280000020MSTAA2","2019-10-31T22:03:58.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2249","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028CDgF","1.0","","","","","","","","",""
"0010K000028CQy9QAG","false","","Glassworks","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CQy9QAG","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-08-21T05:11:48.000Z","005280000020MSTAA2","2019-08-21T05:11:53.000Z","005280000020MSTAA2","2019-08-21T05:11:53.000Z","2019-08-21","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1908-2250","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028CQy9","1.0","","","","","","","","",""
"0010K000028Cgi1QAC","false","","Sanctuary Point","","01228000000tlZMAAY","","","","New South Wales","2540","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028Cgi1QAC","","Mining and Resources","","","","","","","","00528000004yeq1AAA","2019-08-22T04:38:55.000Z","00528000004yeq1AAA","2019-10-08T01:38:01.000Z","0050K000009sX9eQAE","2019-10-08T01:38:01.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2251","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028Cgi1","1.0","","","","","","","","",""
"0010K000028ChY6QAK","false","","Haben","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028ChY6QAK","","Property","","","","","","","","0050K000009H1XwQAK","2019-08-22T05:55:24.000Z","0050K000009H1XwQAK","2020-02-13T22:58:24.000Z","00528000001zO6OAAU","2020-02-13T22:58:24.000Z","","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2252","","General Business","","","","","","","","","","","","","","","","","","","a0667f23-949e-4956-8dde-0d2d78e45f7a","0010K000028ChY6","1.0","Retail","","","","","","","",""
"0010K000028CtPcQAK","false","","Origin Energy","","01228000000tlUpAAI","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CtPcQAK","","Solar","","","","","","","","00528000004B3GEAA0","2019-08-22T10:41:06.000Z","005280000020MSTAA2","2020-08-31T06:49:41.000Z","00528000004B3GEAA0","2021-02-07T21:37:56.000Z","2021-02-08","","","","","Partner","","General Management","","","","","","","","ANZ","None","","","Client","","","","","","","","","","","","","4.0","1908-2253","","Partner","","","","","","","","","","","","","","","","","","","","0010K000028CtPc","1.0","","Building Equipment","Rooftop Solar Systems","","Tier 4 - Finance Partners","","","",""
"0010K000028CtQjQAK","false","","Limestone Coast Pantry","","01228000000tlZMAAY","","20 Harrald St","Mount Gambier","South Australia","5290","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028CtQjQAK","","Services","","","","","","","","005280000020MSTAA2","2019-08-22T10:44:55.000Z","005280000020MSTAA2","2019-10-08T00:41:23.000Z","0050K000009sX9eQAE","2019-10-08T00:41:23.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2254","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028CtQj","1.0","","","","","","","","",""
"0010K000028DLKwQAO","false","","P4B Energy P J O'LEARY & CO PTY LTD","","01228000000tlUpAAI","","340 Glen Osmond Rd","Myrtle bank","South Australia","5064","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","0438 804 074","","","http://p4bsolar.com.au","/services/images/photo/0010K000028DLKwQAO","","Solar","","10","","","","","","0050K000009GnYbQAK","2019-08-22T21:50:39.000Z","005280000020MSTAA2","2019-10-08T03:09:37.000Z","005280000020MSTAA2","2020-11-26T23:35:55.000Z","2020-11-27","","","","","Word of mouth","","Director","88062660940","","","","","","","ANZ","None","","","Partner","","","","","","","","","","","","","1.0","1908-2255","","Partner","","","","","","","","","","","","","","","","","","","","0010K000028DLKw","1.0","","Building Equipment","Energy Efficient or LED Lighting;Rooftop Solar Systems","","Tier 4 - Finance Partners","","","",""
"0010K000028Ei4JQAS","false","","Lakebridge Mushrooms Pty Ltd","","01228000000tlZMAAY","","OAKVILLE RD","OAKVILLE","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028Ei4JQAS","","Manufacturing","","","","","","","","0050K000009GnYbQAK","2019-08-26T01:09:17.000Z","0050K000009GnYbQAK","2019-10-08T02:06:06.000Z","005280000020MSTAA2","2019-10-08T02:06:06.000Z","","","","","","Partner","","Business Owner","33606273590","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2256","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028Ei4J","1.0","","","","","","","","",""
"0010K000028EjTzQAK","false","","Kennewell Limited","","01228000000tlZMAAY","","","","South Australia","","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","0885324977","","","","/services/images/photo/0010K000028EjTzQAK","","Manufacturing","","","","","","","","005280000020MSTAA2","2019-08-26T02:19:32.000Z","005280000020MSTAA2","2019-09-03T04:01:09.000Z","00528000004B3GEAA0","2019-09-03T04:01:09.000Z","","","","","","Partner","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2257","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028EjTz","1.0","","","","","","","","",""
"0010K000028jTciQAE","false","","T & L Produce Marketing","","01228000000tlZMAAY","","","","Western Australia","","Australia","WA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028jTciQAE","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-08-27T04:27:10.000Z","005280000020MSTAA2","2019-10-08T02:13:14.000Z","005280000020MSTAA2","2019-10-08T02:13:14.000Z","","","","","","Partner","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2258","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028jTci","1.0","Grocery and Retail","","","","","","","",""
"0010K000028jTgXQAU","false","","Solargain","","01228000000tlUpAAI","","10 Milly Court","Malaga","Western Australia","6090","Australia","WA","AU","","","","","","","","","Australia","","AU","","","","","08 9203 1204","","","www.solagain.com.au","/services/images/photo/0010K000028jTgXQAU","","Solar","","","","","","","","00528000004B3GEAA0","2019-08-27T04:36:40.000Z","005280000020MSTAA2","2020-07-08T23:31:47.000Z","005280000020MSTAA2","2021-01-31T23:52:26.000Z","2021-02-01","","","","","Advertisement","","General Management","26136092405","136092405","","","","","","NAB","NAB","","","Partner","","","","","","","","","","","","","25.0","1908-2259","","Partner","ACT;NSW;NT;QLD;SA;TAS;VIC;WA","","","","","","","","","","","","","","","","","sgpvtender@solargain.com.au; deana.cesari@solargain.com.au","","0010K000028jTgX","1.0","","Building Equipment","Rooftop Solar Systems","","Tier 4 - Finance Partners","","","","sgpvtender@solargain.com.au"
"0010K000028jTjcQAE","false","","Kelly Electrical & Solar","","01228000000tlUpAAI","","Unit 2/51 Venture Drive","Sunshine West","Victoria","3020","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","0393345428","","","http://www.kellyelectrical.com.au","/services/images/photo/0010K000028jTjcQAE","","Solar","","30","","","","","","00528000004B3GEAA0","2019-08-27T04:45:53.000Z","005280000020MSTAA2","2020-09-22T01:25:24.000Z","00528000004B3GEAA0","2020-09-22T01:25:24.000Z","","","","","","Word of mouth","","Director","","","","","","","","ANZ","None","","","Partner","","","","","","","","","","","","","","1908-2260","","Partner","","","","","","","","","","","","","","","","","","","","0010K000028jTjc","1.0","","Building Equipment","Energy Storage Systems;Energy Efficient or LED Lighting;Power Quality, PFC & VO;Rooftop Solar Systems","","Tier 5 - New or dormant Partners","","","",""
"0010K000028kEzUQAU","false","","Kryal Castle","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028kEzUQAU","","Agri, Food & Grocery","","","","","","","","0050K000009GnYbQAK","2019-08-29T06:28:52.000Z","005280000020MSTAA2","2019-09-24T05:37:48.000Z","005280000020MSTAA2","2019-09-24T05:37:48.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2262","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028kEzU","1.0","Wine and Beverage","","","","","","","",""
"0010K000028kOSPQA2","false","","BATHURST SPRAY FX","","01228000000tlZMAAY","","1-5 WATT DRIVE","ROBIN HILL","New South Wales","2795","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028kOSPQA2","","Mining and Resources","","","","","","","","0050K000009GnYbQAK","2019-08-30T01:53:07.000Z","0050K000009GnYbQAK","2019-10-09T11:25:21.000Z","005280000020MSTAA2","2019-10-09T11:25:21.000Z","","","","","","Partner","","Business Owner","92529548911","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2263","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028kOSP","1.0","","","","","","","","",""
"0010K000028kPPYQA2","false","","N.V ASSOCIATES PTY LTD","","01228000000tlZMAAY","","20 LACHLAN ST","CONDOBOLIN","New South Wales","2877","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028kPPYQA2","","Manufacturing","","","","","","","","0050K000009GnYbQAK","2019-08-30T03:58:29.000Z","0050K000009GnYbQAK","2019-08-30T03:58:32.000Z","0050K000009GnYbQAK","2019-08-30T03:58:32.000Z","2019-08-30","","","","","Partner","","Business Owner","93617019735","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1908-2264","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028kPPY","1.0","","","","","","","","",""
"0010K000028kPVAQA2","false","","INK EXPRESS PTY LTD","","01228000000tlZMAAY","","27 TITAN DRIVE","CARRUM DOWNS","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028kPVAQA2","","Manufacturing","","","","","","","","0050K000009GnYbQAK","2019-08-30T04:15:39.000Z","0050K000009GnYbQAK","2019-10-07T21:42:36.000Z","005280000020MSTAA2","2019-10-07T21:42:36.000Z","","","","","","Partner","","Business Owner","88634497920","","","","","","","","","","","Client","","","","","","","","","","","","","","1908-2265","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028kPVA","1.0","","","","","","","","",""
"0010K000028km5tQAA","false","","Altis Property Partners","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028km5tQAA","","Property","","","","","","","","0050K000009H1XmQAK","2019-09-02T03:03:05.000Z","0050K000009H1XmQAK","2020-10-20T05:23:11.000Z","0050K000009H1XmQAK","2020-10-20T05:23:11.000Z","2020-10-19","","","","","Direct","","","","","","","","","","","","","","Client","","","","","","","","","","","","","8.0","1909-2266","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028km5t","1.0","Business Parks & Industrial","","","","","","","",""
"0010K000028leIiQAI","false","","RK Solar & Consulting","","01228000000tlUpAAI","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028leIiQAI","","Solar","","","","","","","","0050K000009GnYbQAK","2019-09-02T22:43:53.000Z","005280000020MSTAA2","2019-10-03T01:10:21.000Z","0050K000009GnYbQAK","2020-11-17T00:08:51.000Z","2020-11-17","","","","","Advertisement","","","","","","","","","","ANZ","None","","","Partner","","","","","","","","","","","","","1.0","1909-2267","","Partner","","","","","","","","","","","","","","","","","","","","0010K000028leIi","1.0","","Building Equipment","Rooftop Solar Systems","","Tier 4 - Finance Partners","","","",""
"0010K000028lgbsQAA","false","","ANDREWS COLLISON AUTO REPAIRS","","01228000000tlZMAAY","","27 STENNETT ROAD","INGLEBURNE","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028lgbsQAA","","Services","","","","","","","","0050K000009GnYbQAK","2019-09-03T04:00:41.000Z","0050K000009GnYbQAK","2019-10-30T00:17:36.000Z","005280000020MSTAA2","2019-10-30T00:17:36.000Z","","","","","","Partner","","","13621949068","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2268","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028lgbs","1.0","","","","","","","","",""
"0010K000028lh42QAA","false","","INDIAN SUMMER","","01228000000tlZMAAY","","345 ANZAC HWY","PLYMPTON","South Australia","","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028lh42QAA","","Services","","","","","","","","0050K000009GnYbQAK","2019-09-03T05:25:20.000Z","0050K000009GnYbQAK","2019-10-02T03:55:36.000Z","005280000020MSTAA2","2019-10-02T03:55:36.000Z","","","","","","Partner","","","66039056339","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2269","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028lh42","1.0","","","","","","","","",""
"0010K000028li6SQAQ","false","","P M & P Group","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","0298212001","","","","/services/images/photo/0010K000028li6SQAQ","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-09-03T08:02:11.000Z","005280000020MSTAA2","2019-09-03T08:02:16.000Z","005280000020MSTAA2","2019-09-03T08:02:16.000Z","2019-09-03","","","","","Partner","","","84098122797","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1909-2270","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028li6S","1.0","Grocery and Retail","","","","","","","",""
"0010K000028ltVaQAI","false","","Corvant","","01228000000tlZMAAY","","48 Nixon Rd","Hahndorf","South Australia","5245","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","0417 762 317","","","","/services/images/photo/0010K000028ltVaQAI","","Agri, Food & Grocery","","","","","","","","005280000020MSTAA2","2019-09-04T10:18:10.000Z","005280000020MSTAA2","2019-09-09T23:09:17.000Z","005280000020MSTAA2","2019-09-09T23:09:17.000Z","","","","","","Partner","","General Management","52072268636","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2271","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028ltVa","1.0","Grocery and Retail","","","","","","","",""
"0010K000028m8guQAA","false","","CORVANT PTY LTD","","01228000000tlZMAAY","","48 NIXON ROAD","HAHNDORF","South Australia","5245","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028m8guQAA","","Manufacturing","","","","","","","","0050K000009GnYbQAK","2019-09-06T03:10:24.000Z","0050K000009GnYbQAK","2019-09-30T08:58:36.000Z","005280000020MSTAA2","2019-09-30T08:58:36.000Z","","","","","","Partner","","Business Owner","","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2272","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028m8gu","1.0","","","","","","","","",""
"0010K000028maB6QAI","false","","Central Dry Cleaners","","01228000000tlZMAAY","","64 Belmore St","Tamworth","New South Wales","2340","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000028maB6QAI","","Services","","","","","","","","00528000004B3GEAA0","2019-09-09T07:12:37.000Z","00528000004B3GEAA0","2019-11-11T05:49:01.000Z","0050K000009sX9eQAE","2019-11-11T05:49:01.000Z","","","","","","Partner","","","","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2273","","General Business","","","","","","","","","","","","","","","","","","","","0010K000028maB6","1.0","","","","","","","","",""
"0010K000029C3IFQA0","false","","Kuga Electrical","","01228000000tlUpAAI","","23 Lionel Rd, Mount Waverley VIC 3149","Mount Waverley","Victoria","3149","Australia","VIC","AU","","","","","23 Lionel Rd, Mount Waverley VIC 3149","Mount Waverley","Victoria","3149","Australia","VIC","AU","","","","","","","","","/services/images/photo/0010K000029C3IFQA0","","Lighting","","","","","","","","0050K000009GnYbQAK","2019-09-24T21:29:00.000Z","005280000020MSTAA2","2020-07-12T06:15:11.000Z","005280000020MSTAA2","2020-07-12T06:15:11.000Z","2020-02-24","","","","","Partner","","General Management","39616409584","","","","","","","ANZ","None","","","Client","","","","","","","","","","","","","4.0","1909-2285","","Partner","NSW;SA;VIC","","","","","","","","","","","","","","","","","","","0010K000029C3IF","1.0","","Building Equipment","Energy Efficient or LED Lighting;Rooftop Solar Systems","","Tier 7 - Do not deal with","","","",""
"0010K000029C3j9QAC","false","","Australian Pharmaceutical Industries","","01228000000tlZMAAY","","","","Victoria","","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000029C3j9QAC","","Property","","","","","","","","00528000003tRXTAA2","2019-09-24T22:22:50.000Z","00528000003tRXTAA2","2020-04-16T03:06:39.000Z","00528000003tCU2AAM","2020-04-16T03:06:39.000Z","2019-09-25","","","","","WIB","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1909-2286","","General Business","","","","","","","","","","","","","","","","","","","","0010K000029C3j9","1.0","","","","","","","","",""
"0010K000029C62UQAS","false","","DS Energy Services","","01228000000tlUpAAI","","2/32 Allworth Street,","Northgate,","Queensland","4013","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000029C62UQAS","","","","","","","","","","0050K000008tmpeQAA","2019-09-25T01:26:57.000Z","0050K000008tmpeQAA","2020-10-29T00:33:48.000Z","0050K000008tmpeQAA","2021-01-20T22:51:38.000Z","2021-01-21","","","","","","","","11609247449","","","","","","","","","","","","","","","","","","","","","","","","","1909-2287","","","QLD","","","","","","","","","","","","","","","","","david@dsenergy.com.au","a0c18615-6e78-4d70-ac2c-0c63edacf3a6","0010K000029C62U","1.0","","","","","","","","","operations@dsenergy.com.au"
"0010K000029C6kuQAC","false","","MOVELLE PRIMARY SCHOOL","","01228000000tlZMAAY","","30 GUMM ROAD","KINGS PARK","Victoria","3021","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000029C6kuQAC","","Public Sector - Government","","","","","","","","0050K000009GnYbQAK","2019-09-25T02:51:20.000Z","0050K000009GnYbQAK","2019-09-25T22:51:45.000Z","0050K000009GnYbQAK","2019-09-25T22:51:45.000Z","","","","","","Partner","","Business Owner","80157214602","","","","","","","","","","","Client","","","","","","","","","","","","","","1909-2288","","General Business","","","","","","","","","","","","","","","","","","","","0010K000029C6ku","1.0","","","","","","","","",""
"0010K000029Os2cQAC","false","","Symmetry Electrical Services Ptd Ltd","","01228000000tlUpAAI","","","","","","Australia","","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0010K000029Os2cQAC","","","","","Public","","","","","0050K000008tmpeQAA","2019-09-11T23:52:23.000Z","0050K000008tmpeQAA","2019-10-28T21:35:50.000Z","0050K000009DwByQAK","2019-10-28T21:35:50.000Z","","","","","","","","","29164653909","","","","","","","","","","","","","","","","","","","","","","","","","1909-2274","","","NSW;QLD;VIC","","","","","","","","","","","","","","","","","paul.harmsworth@symmetrysolar.com.au","9264fa19-c122-4905-8f55-f6b13ce57811","0010K000029Os2c","1.0","","Building Equipment","Rooftop Solar Systems","","","","","","paul.harmsworth@symmetrysolar.com.au"
